0.00E+00,-6.49E-01,ï¿½
3.33E-02,-8.11E-01,-2.43E+00
6.67E-02,-8.11E-01,-3.13E+00
1.00E-01,-1.02E+00,-6.09E+00
1.33E-01,-1.22E+00,-2.96E+00
1.67E-01,-1.22E+00,-4.17E+00
2.00E-01,-1.50E+00,-4.17E+00
2.33E-01,-1.50E+00,-2.26E+00
2.67E-01,-1.65E+00,-4.00E+00
3.00E-01,-1.76E+00,-5.74E+00
3.33E-01,-2.03E+00,-4.00E+00
3.67E-01,-2.03E+00,0.00E+00
4.00E-01,-2.03E+00,-5.04E+00
4.33E-01,-2.36E+00,-5.04E+00
4.67E-01,-2.36E+00,0.00E+00
5.00E-01,-2.36E+00,-4.00E+00
5.33E-01,-2.63E+00,-4.00E+00
5.67E-01,-2.63E+00,0.00E+00
6.00E-01,-2.63E+00,-7.30E+00
6.33E-01,-3.12E+00,-7.30E+00
6.67E-01,-3.12E+00,0.00E+00
7.00E-01,-3.12E+00,-3.30E+00
7.33E-01,-3.34E+00,-3.30E+00
7.67E-01,-3.34E+00,-7.13E+00
8.00E-01,-3.81E+00,-7.13E+00
8.33E-01,-3.81E+00,0.00E+00
8.67E-01,-3.81E+00,-6.78E+00
9.00E-01,-4.27E+00,-6.78E+00
9.33E-01,-4.27E+00,0.00E+00
9.67E-01,-4.27E+00,-6.09E+00
1.00E+00,-4.67E+00,-6.09E+00
1.03E+00,-4.67E+00,-2.26E+00
1.07E+00,-4.82E+00,-2.26E+00
1.10E+00,-4.82E+00,0.00E+00
1.13E+00,-4.82E+00,-6.78E+00
1.17E+00,-5.27E+00,-6.78E+00
1.20E+00,-5.27E+00,0.00E+00
1.23E+00,-5.27E+00,-5.56E+00
1.27E+00,-5.65E+00,-5.56E+00
1.30E+00,-5.65E+00,0.00E+00
1.33E+00,-5.65E+00,-4.35E+00
1.37E+00,-5.94E+00,-4.35E+00
1.40E+00,-5.94E+00,-7.30E+00
1.43E+00,-6.42E+00,-7.30E+00
1.47E+00,-6.42E+00,-4.87E+00